"","PDG","PDT","bioproject"
"47603","PDG000000004.1046","PDT000343641.1","PRJNA357722"
"47604","PDG000000004.1046","PDT000343659.1","PRJNA283914"
"47605","PDG000000004.1046","PDT000343660.1","PRJNA357722"
"47606","PDG000000004.1046","PDT000346681.1","PRJNA476797"
"47607","PDG000000004.1046","PDT000346682.1","PRJNA477981"
"47608","PDG000000004.1046","PDT000346683.1","PRJNA478003"
"47609","PDG000000004.1046","PDT000346684.1","PRJNA478006"
"47610","PDG000000004.1046","PDT000346685.1","PRJNA478009"
"47611","PDG000000004.1046","PDT000346686.1","PRJNA478010"
"47612","PDG000000004.1046","PDT000346687.1","PRJNA478015"
"47613","PDG000000004.1046","PDT000346688.1","PRJDB7087"
"47614","PDG000000004.1046","PDT000346689.1","PRJDB7087"
"47615","PDG000000004.1046","PDT000346690.1","PRJDB7087"
"47616","PDG000000004.1046","PDT000346691.1","PRJDB7087"
"47617","PDG000000004.1046","PDT000346692.1","PRJDB7087"
"47618","PDG000000004.1046","PDT000346693.1","PRJDB7087"
"47619","PDG000000004.1046","PDT000346694.1","PRJDB7087"
"47620","PDG000000004.1046","PDT000346695.1","PRJDB7087"
"47621","PDG000000004.1046","PDT000346696.1","PRJDB7087"
"47622","PDG000000004.1046","PDT000346697.1","PRJDB7087"
"47623","PDG000000004.1046","PDT000346698.1","PRJDB7087"
"47624","PDG000000004.1046","PDT000346699.1","PRJDB7087"
"47625","PDG000000004.1046","PDT000343723.1","PRJNA357722"
"47626","PDG000000004.1046","PDT000343725.1","PRJNA230969"
"47627","PDG000000004.1046","PDT000343726.1","PRJNA357722"
"47628","PDG000000004.1046","PDT000343729.1","PRJNA230969"
"47629","PDG000000004.1046","PDT000343731.1","PRJNA357722"
"47630","PDG000000004.1046","PDT000343738.1","PRJNA357722"
"47631","PDG000000004.1046","PDT000343746.1","PRJNA357722"
"47632","PDG000000004.1046","PDT000343744.1","PRJNA357722"
"47633","PDG000000004.1046","PDT000343754.1","PRJNA357722"
"47634","PDG000000004.1046","PDT000343752.1","PRJNA357722"
"47635","PDG000000004.1046","PDT000343756.1","PRJNA357722"
"47636","PDG000000004.1046","PDT000343757.1","PRJNA357722"
"47637","PDG000000004.1046","PDT000343759.1","PRJNA357722"
"47638","PDG000000004.1046","PDT000343760.1","PRJNA357722"
"47639","PDG000000004.1046","PDT000343762.1","PRJNA357722"
"47640","PDG000000004.1046","PDT000343764.1","PRJNA357722"
"47641","PDG000000004.1046","PDT000346700.1","PRJDB7087"
"47642","PDG000000004.1046","PDT000346701.1","PRJDB7087"
"47643","PDG000000004.1046","PDT000346702.1","PRJDB7087"
"47644","PDG000000004.1046","PDT000346703.1","PRJDB7087"
"47645","PDG000000004.1046","PDT000346704.1","PRJDB7087"
"47646","PDG000000004.1046","PDT000346705.1","PRJDB7087"
"47647","PDG000000004.1046","PDT000346706.1","PRJDB7087"
"47648","PDG000000004.1046","PDT000346707.1","PRJDB7087"
"47649","PDG000000004.1046","PDT000346708.1","PRJDB7087"
"47650","PDG000000004.1046","PDT000346709.1","PRJDB7087"
"47651","PDG000000004.1046","PDT000346710.1","PRJDB7087"
"47652","PDG000000004.1046","PDT000346711.1","PRJDB7087"
"47653","PDG000000004.1046","PDT000346712.1","PRJDB7087"
"47654","PDG000000004.1046","PDT000346713.1","PRJDB7087"
"47655","PDG000000004.1046","PDT000346714.1","PRJDB7087"
"47656","PDG000000004.1046","PDT000346715.1","PRJDB7087"
"47657","PDG000000004.1046","PDT000346716.1","PRJDB7087"
"47658","PDG000000004.1046","PDT000346717.1","PRJDB7087"
"47659","PDG000000004.1046","PDT000346718.1","PRJDB7087"
"47660","PDG000000004.1046","PDT000346719.1","PRJDB7087"
"47661","PDG000000004.1046","PDT000346720.1","PRJDB7087"
"47662","PDG000000004.1046","PDT000346721.1","PRJDB7087"
"47663","PDG000000004.1046","PDT000346722.1","PRJDB7087"
"47664","PDG000000004.1046","PDT000346723.1","PRJNA478916"
"47665","PDG000000004.1046","PDT000346724.1","PRJDB7087"
"47666","PDG000000004.1046","PDT000346725.1","PRJNA478916"
"47667","PDG000000004.1046","PDT000346726.1","PRJDB7087"
"47668","PDG000000004.1046","PDT000346727.1","PRJDB7087"
"47669","PDG000000004.1046","PDT000346728.1","PRJDB7087"
"47670","PDG000000004.1046","PDT000346729.1","PRJDB7087"
"47671","PDG000000004.1046","PDT000346730.1","PRJDB7087"
"47672","PDG000000004.1046","PDT000346731.1","PRJDB7087"
"47673","PDG000000004.1046","PDT000346732.1","PRJDB7087"
"47674","PDG000000004.1046","PDT000346733.1","PRJDB7087"
"47675","PDG000000004.1046","PDT000346734.1","PRJDB7087"
"47676","PDG000000004.1046","PDT000346735.1","PRJDB7087"
"47677","PDG000000004.1046","PDT000346736.1","PRJDB7087"
"47678","PDG000000004.1046","PDT000346737.1","PRJDB7087"
"47679","PDG000000004.1046","PDT000346738.1","PRJDB7087"
"47680","PDG000000004.1046","PDT000346739.1","PRJDB7087"
"47681","PDG000000004.1046","PDT000346740.1","PRJDB7087"
"47682","PDG000000004.1046","PDT000346741.1","PRJDB7087"
"47683","PDG000000004.1046","PDT000346742.1","PRJDB7087"
"47684","PDG000000004.1046","PDT000346743.1","PRJDB7087"
"47685","PDG000000004.1046","PDT000346744.1","PRJDB7087"
"47686","PDG000000004.1046","PDT000346745.1","PRJDB7087"
"47687","PDG000000004.1046","PDT000346746.1","PRJDB7087"
"47688","PDG000000004.1046","PDT000346747.1","PRJDB7087"
"47689","PDG000000004.1046","PDT000346748.1","PRJDB7087"
"47690","PDG000000004.1046","PDT000346749.1","PRJDB7087"
"47691","PDG000000004.1046","PDT000346750.1","PRJDB7087"
"47692","PDG000000004.1046","PDT000346751.1","PRJDB7087"
"47693","PDG000000004.1046","PDT000346752.1","PRJDB7087"
"47694","PDG000000004.1046","PDT000346753.1","PRJDB7087"
"47695","PDG000000004.1046","PDT000346754.1","PRJDB7087"
"47696","PDG000000004.1046","PDT000346755.1","PRJDB7087"
"47697","PDG000000004.1046","PDT000346756.1","PRJDB7087"
"47698","PDG000000004.1046","PDT000346757.1","PRJDB7087"
"47699","PDG000000004.1046","PDT000346758.1","PRJDB7087"
"47700","PDG000000004.1046","PDT000346759.1","PRJDB7087"
"47701","PDG000000004.1046","PDT000346760.1","PRJDB7087"
"47702","PDG000000004.1046","PDT000346761.1","PRJDB7087"
"47703","PDG000000004.1046","PDT000346762.1","PRJDB7087"
"47704","PDG000000004.1046","PDT000346763.1","PRJDB7087"
"47705","PDG000000004.1046","PDT000346764.1","PRJDB7087"
"47706","PDG000000004.1046","PDT000346765.1","PRJDB7087"
"47707","PDG000000004.1046","PDT000346766.1","PRJDB7087"
"47708","PDG000000004.1046","PDT000346767.1","PRJDB7087"
"47709","PDG000000004.1046","PDT000346768.1","PRJDB7087"
"47710","PDG000000004.1046","PDT000346769.1","PRJDB7087"
"47711","PDG000000004.1046","PDT000346770.1","PRJDB7087"
"47712","PDG000000004.1046","PDT000346771.1","PRJDB7087"
"47713","PDG000000004.1046","PDT000346772.1","PRJDB7087"
"47714","PDG000000004.1046","PDT000346773.1","PRJDB7087"
"47715","PDG000000004.1046","PDT000346774.1","PRJDB7087"
"47716","PDG000000004.1046","PDT000346775.1","PRJDB7087"
"47717","PDG000000004.1046","PDT000346776.1","PRJDB7087"
"47718","PDG000000004.1046","PDT000346777.1","PRJDB7087"
"47719","PDG000000004.1046","PDT000346778.1","PRJDB7087"
"47720","PDG000000004.1046","PDT000346779.1","PRJDB7087"
"47721","PDG000000004.1046","PDT000346780.1","PRJDB7087"
"47722","PDG000000004.1046","PDT000346781.1","PRJDB7087"
"47723","PDG000000004.1046","PDT000346782.1","PRJNA387754"
"47724","PDG000000004.1046","PDT000346783.1","PRJNA387754"
"47725","PDG000000004.1046","PDT000346784.1","PRJDB7087"
"47726","PDG000000004.1046","PDT000346785.1","PRJNA387754"
"47727","PDG000000004.1046","PDT000346786.1","PRJNA400107"
"47728","PDG000000004.1046","PDT000346787.1","PRJNA387754"
"47729","PDG000000004.1046","PDT000346788.1","PRJDB7087"
"47730","PDG000000004.1046","PDT000346789.1","PRJNA400107"
"47731","PDG000000004.1046","PDT000346790.1","PRJNA400107"
"47732","PDG000000004.1046","PDT000346791.1","PRJDB7087"
"47733","PDG000000004.1046","PDT000346792.1","PRJDB7087"
"47734","PDG000000004.1046","PDT000346793.1","PRJDB7087"
"47735","PDG000000004.1046","PDT000346794.1","PRJDB7087"
"47736","PDG000000004.1046","PDT000346795.1","PRJDB7087"
"47737","PDG000000004.1046","PDT000346796.1","PRJDB7087"
"47738","PDG000000004.1046","PDT000346797.1","PRJDB7087"
"47739","PDG000000004.1046","PDT000346798.1","PRJDB7087"
"47740","PDG000000004.1046","PDT000346799.1","PRJDB7087"
"47741","PDG000000004.1046","PDT000346800.1","PRJDB7087"
"47742","PDG000000004.1046","PDT000346801.1","PRJDB7087"
"47743","PDG000000004.1046","PDT000346802.1","PRJDB7087"
"47744","PDG000000004.1046","PDT000346803.1","PRJDB7087"
"47745","PDG000000004.1046","PDT000346804.1","PRJDB7087"
"47746","PDG000000004.1046","PDT000346805.1","PRJNA387754"
"47747","PDG000000004.1046","PDT000346806.1","PRJDB7087"
"47748","PDG000000004.1046","PDT000346807.1","PRJDB7087"
"47749","PDG000000004.1046","PDT000346808.1","PRJNA387754"
"47750","PDG000000004.1046","PDT000346809.1","PRJNA400107"
"47751","PDG000000004.1046","PDT000346810.1","PRJDB7087"
"47752","PDG000000004.1046","PDT000346811.1","PRJNA400107"
"47753","PDG000000004.1046","PDT000346812.1","PRJNA400107"
"47754","PDG000000004.1046","PDT000346813.1","PRJDB7087"
"47755","PDG000000004.1046","PDT000346814.1","PRJNA400107"
"47756","PDG000000004.1046","PDT000346815.1","PRJDB7087"
"47757","PDG000000004.1046","PDT000346816.1","PRJNA400107"
"47758","PDG000000004.1046","PDT000346817.1","PRJNA400107"
"47759","PDG000000004.1046","PDT000346818.1","PRJDB7087"
"47760","PDG000000004.1046","PDT000346819.1","PRJNA400107"
"47761","PDG000000004.1046","PDT000346820.1","PRJNA400107"
"47762","PDG000000004.1046","PDT000346821.1","PRJNA400107"
"47763","PDG000000004.1046","PDT000346822.1","PRJDB7087"
"47764","PDG000000004.1046","PDT000346823.1","PRJNA400107"
"47765","PDG000000004.1046","PDT000346824.1","PRJNA400107"
"47766","PDG000000004.1046","PDT000346825.1","PRJDB7087"
"47767","PDG000000004.1046","PDT000346826.1","PRJNA400107"
"47768","PDG000000004.1046","PDT000346827.1","PRJNA400107"
"47769","PDG000000004.1046","PDT000346828.1","PRJDB7087"
"47770","PDG000000004.1046","PDT000346829.1","PRJNA400107"
"47771","PDG000000004.1046","PDT000346830.1","PRJNA400107"
"47772","PDG000000004.1046","PDT000346831.1","PRJDB7087"
"47773","PDG000000004.1046","PDT000346832.1","PRJNA400107"
"47774","PDG000000004.1046","PDT000346833.1","PRJNA400107"
"47775","PDG000000004.1046","PDT000346834.1","PRJNA400107"
"47776","PDG000000004.1046","PDT000346835.1","PRJNA400107"
"47777","PDG000000004.1046","PDT000346836.1","PRJDB7087"
"47778","PDG000000004.1046","PDT000346837.1","PRJDB7087"
"47779","PDG000000004.1046","PDT000346838.1","PRJNA400107"
"47780","PDG000000004.1046","PDT000346839.1","PRJNA400107"
"47781","PDG000000004.1046","PDT000346840.1","PRJNA400107"
"47782","PDG000000004.1046","PDT000346841.1","PRJNA400107"
"47783","PDG000000004.1046","PDT000346842.1","PRJDB7087"
"47784","PDG000000004.1046","PDT000346843.1","PRJNA400107"
"47785","PDG000000004.1046","PDT000346844.1","PRJNA400107"
"47786","PDG000000004.1046","PDT000346845.1","PRJNA400107"
"47787","PDG000000004.1046","PDT000346846.1","PRJNA400107"
"47788","PDG000000004.1046","PDT000346847.1","PRJDB7087"
"47789","PDG000000004.1046","PDT000346848.1","PRJNA400107"
"47790","PDG000000004.1046","PDT000346849.1","PRJNA400107"
"47791","PDG000000004.1046","PDT000346850.1","PRJNA400107"
"47792","PDG000000004.1046","PDT000346851.1","PRJNA400107"
"47793","PDG000000004.1046","PDT000346852.1","PRJDB7087"
"47794","PDG000000004.1046","PDT000346853.1","PRJDB7087"
"47795","PDG000000004.1046","PDT000346854.1","PRJNA400107"
"47796","PDG000000004.1046","PDT000346855.1","PRJNA400107"
"47797","PDG000000004.1046","PDT000346856.1","PRJNA400107"
"47798","PDG000000004.1046","PDT000346857.1","PRJDB7087"
"47799","PDG000000004.1046","PDT000346858.1","PRJNA400107"
"47800","PDG000000004.1046","PDT000346859.1","PRJNA400107"
"47801","PDG000000004.1046","PDT000346860.1","PRJDB7087"
"47802","PDG000000004.1046","PDT000346861.1","PRJNA400107"
"47803","PDG000000004.1046","PDT000346862.1","PRJNA400107"
"47804","PDG000000004.1046","PDT000346863.1","PRJNA400107"
"47805","PDG000000004.1046","PDT000346864.1","PRJDB7087"
"47806","PDG000000004.1046","PDT000346865.1","PRJNA400107"
"47807","PDG000000004.1046","PDT000346866.1","PRJNA400107"
"47808","PDG000000004.1046","PDT000346867.1","PRJDB7087"
"47809","PDG000000004.1046","PDT000346868.1","PRJNA400107"
"47810","PDG000000004.1046","PDT000346869.1","PRJNA400107"
"47811","PDG000000004.1046","PDT000346870.1","PRJDB7087"
"47812","PDG000000004.1046","PDT000346871.1","PRJNA400107"
"47813","PDG000000004.1046","PDT000346872.1","PRJNA400107"
"47814","PDG000000004.1046","PDT000346873.1","PRJNA400107"
"47815","PDG000000004.1046","PDT000346874.1","PRJNA400107"
"47816","PDG000000004.1046","PDT000346875.1","PRJDB7087"
"47817","PDG000000004.1046","PDT000346876.1","PRJDB7087"
"47818","PDG000000004.1046","PDT000346877.1","PRJNA400107"
"47819","PDG000000004.1046","PDT000346878.1","PRJNA400107"
"47820","PDG000000004.1046","PDT000346879.1","PRJNA400107"
"47821","PDG000000004.1046","PDT000346880.1","PRJNA400107"
"47822","PDG000000004.1046","PDT000346881.1","PRJDB7087"
"47823","PDG000000004.1046","PDT000346882.1","PRJNA400107"
"47824","PDG000000004.1046","PDT000346883.1","PRJNA400107"
"47825","PDG000000004.1046","PDT000346884.1","PRJNA400107"
"47826","PDG000000004.1046","PDT000346885.1","PRJDB7087"
"47827","PDG000000004.1046","PDT000346886.1","PRJNA400107"
"47828","PDG000000004.1046","PDT000346887.1","PRJNA400107"
"47829","PDG000000004.1046","PDT000346888.1","PRJDB7087"
"47830","PDG000000004.1046","PDT000346889.1","PRJNA400107"
"47831","PDG000000004.1046","PDT000346890.1","PRJNA400107"
"47832","PDG000000004.1046","PDT000346891.1","PRJNA400107"
"47833","PDG000000004.1046","PDT000346892.1","PRJNA400107"
"47834","PDG000000004.1046","PDT000346893.1","PRJNA400107"
"47835","PDG000000004.1046","PDT000346894.1","PRJNA400107"
"47836","PDG000000004.1046","PDT000346895.1","PRJDB7087"
"47837","PDG000000004.1046","PDT000346896.1","PRJNA400107"
"47838","PDG000000004.1046","PDT000346897.1","PRJNA400107"
"47839","PDG000000004.1046","PDT000346898.1","PRJNA400107"
"47840","PDG000000004.1046","PDT000346899.1","PRJNA400107"
"47841","PDG000000004.1046","PDT000346900.1","PRJNA400107"
"47842","PDG000000004.1046","PDT000346901.1","PRJNA400107"
"47843","PDG000000004.1046","PDT000346902.1","PRJNA400107"
"47844","PDG000000004.1046","PDT000346903.1","PRJDB7087"
"47845","PDG000000004.1046","PDT000346904.1","PRJNA400107"
"47846","PDG000000004.1046","PDT000346905.1","PRJNA400107"
"47847","PDG000000004.1046","PDT000346906.1","PRJNA400107"
"47848","PDG000000004.1046","PDT000346907.1","PRJNA400107"
"47849","PDG000000004.1046","PDT000346908.1","PRJDB7087"
"47850","PDG000000004.1046","PDT000346909.1","PRJNA400107"
"47851","PDG000000004.1046","PDT000346910.1","PRJNA400107"
"47852","PDG000000004.1046","PDT000346911.1","PRJNA400107"
"47853","PDG000000004.1046","PDT000346912.1","PRJNA400107"
"47854","PDG000000004.1046","PDT000346913.1","PRJDB7087"
"47855","PDG000000004.1046","PDT000346914.1","PRJNA400107"
"47856","PDG000000004.1046","PDT000346915.1","PRJNA400107"
"47857","PDG000000004.1046","PDT000346916.1","PRJNA400107"
"47858","PDG000000004.1046","PDT000346917.1","PRJNA400107"
"47859","PDG000000004.1046","PDT000346918.1","PRJDB7087"
"47860","PDG000000004.1046","PDT000346919.1","PRJNA400107"
"47861","PDG000000004.1046","PDT000346920.1","PRJNA400107"
"47862","PDG000000004.1046","PDT000346921.1","PRJNA400107"
"47863","PDG000000004.1046","PDT000346922.1","PRJDB7087"
"47864","PDG000000004.1046","PDT000346923.1","PRJNA400107"
"47865","PDG000000004.1046","PDT000346924.1","PRJNA400107"
"47866","PDG000000004.1046","PDT000346925.1","PRJNA400107"
"47867","PDG000000004.1046","PDT000346926.1","PRJNA400107"
"47868","PDG000000004.1046","PDT000346927.1","PRJNA400107"
"47869","PDG000000004.1046","PDT000346928.1","PRJNA400107"
"47870","PDG000000004.1046","PDT000346929.1","PRJNA400107"
"47871","PDG000000004.1046","PDT000346930.1","PRJDB7087"
"47872","PDG000000004.1046","PDT000346931.1","PRJNA400107"
"47873","PDG000000004.1046","PDT000346932.1","PRJNA400107"
"47874","PDG000000004.1046","PDT000346933.1","PRJNA400107"
"47875","PDG000000004.1046","PDT000346934.1","PRJDB7087"
"47876","PDG000000004.1046","PDT000346935.1","PRJNA400107"
"47877","PDG000000004.1046","PDT000346936.1","PRJNA400107"
"47878","PDG000000004.1046","PDT000346937.1","PRJNA400107"
"47879","PDG000000004.1046","PDT000346938.1","PRJNA400107"
"47880","PDG000000004.1046","PDT000346939.1","PRJDB7087"
"47881","PDG000000004.1046","PDT000346940.1","PRJNA400107"
"47882","PDG000000004.1046","PDT000346941.1","PRJNA400107"
"47883","PDG000000004.1046","PDT000346942.1","PRJNA400107"
"47884","PDG000000004.1046","PDT000346943.1","PRJNA400107"
"47885","PDG000000004.1046","PDT000346944.1","PRJNA400107"
"47886","PDG000000004.1046","PDT000346945.1","PRJNA400107"
"47887","PDG000000004.1046","PDT000346946.1","PRJDB7087"
"47888","PDG000000004.1046","PDT000346947.1","PRJNA400107"
"47889","PDG000000004.1046","PDT000346948.1","PRJNA400107"
"47890","PDG000000004.1046","PDT000346949.1","PRJNA400107"
"47891","PDG000000004.1046","PDT000346950.1","PRJNA400107"
"47892","PDG000000004.1046","PDT000346951.1","PRJDB7087"
"47893","PDG000000004.1046","PDT000346952.1","PRJNA400107"
"47894","PDG000000004.1046","PDT000346953.1","PRJNA400107"
"47895","PDG000000004.1046","PDT000346954.1","PRJNA400107"
"47896","PDG000000004.1046","PDT000346955.1","PRJNA400107"
"47897","PDG000000004.1046","PDT000346956.1","PRJNA400107"
"47898","PDG000000004.1046","PDT000346957.1","PRJDB7087"
"47899","PDG000000004.1046","PDT000346958.1","PRJNA400107"
"47900","PDG000000004.1046","PDT000346959.1","PRJNA400107"
"47901","PDG000000004.1046","PDT000346960.1","PRJNA400107"
"47902","PDG000000004.1046","PDT000346961.1","PRJNA400107"
"47903","PDG000000004.1046","PDT000346962.1","PRJNA400107"
"47904","PDG000000004.1046","PDT000346963.1","PRJNA400107"
"47905","PDG000000004.1046","PDT000346964.1","PRJNA400107"
"47906","PDG000000004.1046","PDT000346965.1","PRJNA400107"
"47907","PDG000000004.1046","PDT000346966.1","PRJNA400107"
"47908","PDG000000004.1046","PDT000346967.1","PRJNA400107"
"47909","PDG000000004.1046","PDT000346968.1","PRJDB7087"
"47910","PDG000000004.1046","PDT000346969.1","PRJNA400107"
"47911","PDG000000004.1046","PDT000346970.1","PRJNA400107"
"47912","PDG000000004.1046","PDT000346971.1","PRJNA400107"
"47913","PDG000000004.1046","PDT000346972.1","PRJNA400107"
"47914","PDG000000004.1046","PDT000346973.1","PRJNA400107"
"47915","PDG000000004.1046","PDT000346974.1","PRJNA400107"
"47916","PDG000000004.1046","PDT000346975.1","PRJDB7087"
"47917","PDG000000004.1046","PDT000346976.1","PRJNA400107"
"47918","PDG000000004.1046","PDT000346977.1","PRJNA400107"
"47919","PDG000000004.1046","PDT000346978.1","PRJNA400107"
"47920","PDG000000004.1046","PDT000346979.1","PRJDB7087"
"47921","PDG000000004.1046","PDT000346980.1","PRJNA400107"
"47922","PDG000000004.1046","PDT000346981.1","PRJNA400107"
"47923","PDG000000004.1046","PDT000346982.1","PRJDB7087"
"47924","PDG000000004.1046","PDT000346983.1","PRJDB7087"
"47925","PDG000000004.1046","PDT000346984.1","PRJDB7087"
"47926","PDG000000004.1046","PDT000346985.1","PRJDB7087"
"47927","PDG000000004.1046","PDT000346986.1","PRJDB7087"
"47928","PDG000000004.1046","PDT000346987.1","PRJDB7087"
"47929","PDG000000004.1046","PDT000346988.1","PRJDB7087"
"47930","PDG000000004.1046","PDT000346989.1","PRJDB7087"
"47931","PDG000000004.1046","PDT000346990.1","PRJDB7087"
"47932","PDG000000004.1046","PDT000346991.1","PRJDB7087"
"47933","PDG000000004.1046","PDT000346992.1","PRJDB7087"
"47934","PDG000000004.1046","PDT000346993.1","PRJDB7087"
"47935","PDG000000004.1046","PDT000346994.1","PRJDB7087"
"47936","PDG000000004.1046","PDT000346995.1","PRJDB7087"
"47937","PDG000000004.1046","PDT000346996.1","PRJDB7087"
"47938","PDG000000004.1046","PDT000346997.1","PRJDB7087"
"47939","PDG000000004.1046","PDT000346998.1","PRJDB7087"
"47940","PDG000000004.1046","PDT000346999.1","PRJDB7087"
"47941","PDG000000004.1046","PDT000347000.1","PRJDB7087"
"47942","PDG000000004.1046","PDT000347001.1","PRJDB7087"
"47943","PDG000000004.1046","PDT000347002.1","PRJDB7087"
"47944","PDG000000004.1046","PDT000347003.1","PRJDB7087"
"47945","PDG000000004.1046","PDT000347004.1","PRJDB7087"
"47946","PDG000000004.1046","PDT000347005.1","PRJDB7087"
"47947","PDG000000004.1046","PDT000347006.1","PRJDB7087"
"47948","PDG000000004.1046","PDT000347007.1","PRJDB7087"
"47949","PDG000000004.1046","PDT000347008.1","PRJDB7087"
"47950","PDG000000004.1046","PDT000347009.1","PRJDB7087"
"47951","PDG000000004.1046","PDT000347010.1","PRJDB7087"
"47952","PDG000000004.1046","PDT000347011.1","PRJDB7087"
"47953","PDG000000004.1046","PDT000347012.1","PRJDB7087"
"47954","PDG000000004.1046","PDT000347013.1","PRJDB7087"
"47955","PDG000000004.1046","PDT000347014.1","PRJDB7087"
"47956","PDG000000004.1046","PDT000347015.1","PRJDB7087"
"47957","PDG000000004.1046","PDT000347016.1","PRJDB7087"
"47958","PDG000000004.1046","PDT000347017.1","PRJDB7087"
"47959","PDG000000004.1046","PDT000347018.1","PRJDB7087"
"47960","PDG000000004.1046","PDT000347019.1","PRJDB7087"
"47961","PDG000000004.1046","PDT000347020.1","PRJDB7087"
"47962","PDG000000004.1046","PDT000347021.1","PRJDB7087"
"47963","PDG000000004.1046","PDT000347022.1","PRJDB7087"
"47964","PDG000000004.1046","PDT000347023.1","PRJDB7087"
"47965","PDG000000004.1046","PDT000347024.1","PRJDB7087"
"47966","PDG000000004.1046","PDT000347025.1","PRJDB7087"
"47967","PDG000000004.1046","PDT000347026.1","PRJDB7087"
"47968","PDG000000004.1046","PDT000347027.1","PRJDB7087"
"47969","PDG000000004.1046","PDT000347028.1","PRJDB7087"
"47970","PDG000000004.1046","PDT000347029.1","PRJDB7087"
"47971","PDG000000004.1046","PDT000347030.1","PRJDB7087"
"47972","PDG000000004.1046","PDT000347031.1","PRJDB7087"
"47973","PDG000000004.1046","PDT000347032.1","PRJDB7087"
"47974","PDG000000004.1046","PDT000347033.1","PRJDB7087"
"47975","PDG000000004.1046","PDT000347034.1","PRJDB7087"
"47976","PDG000000004.1046","PDT000347035.1","PRJDB7087"
"47977","PDG000000004.1046","PDT000347036.1","PRJDB7087"
"47978","PDG000000004.1046","PDT000347037.1","PRJDB7087"
"47979","PDG000000004.1046","PDT000347038.1","PRJDB7087"
"47980","PDG000000004.1046","PDT000347039.1","PRJDB7087"
"47981","PDG000000004.1046","PDT000347040.1","PRJDB7087"
"47982","PDG000000004.1046","PDT000347041.1","PRJDB7087"
"47983","PDG000000004.1046","PDT000347042.1","PRJDB7087"
"47984","PDG000000004.1046","PDT000347043.1","PRJDB7087"
"47985","PDG000000004.1046","PDT000347044.1","PRJDB7087"
"47986","PDG000000004.1046","PDT000347045.1","PRJDB7087"
"47987","PDG000000004.1046","PDT000347046.1","PRJDB7087"
"47988","PDG000000004.1046","PDT000347047.1","PRJDB7087"
"47989","PDG000000004.1046","PDT000347048.1","PRJDB7087"
"47990","PDG000000004.1046","PDT000347049.1","PRJDB7087"
"47991","PDG000000004.1046","PDT000347050.1","PRJDB7087"
"47992","PDG000000004.1046","PDT000347051.1","PRJDB7087"
"47993","PDG000000004.1046","PDT000347052.1","PRJDB7087"
"47994","PDG000000004.1046","PDT000347053.1","PRJDB7087"
"47995","PDG000000004.1046","PDT000347054.1","PRJDB7087"
"47996","PDG000000004.1046","PDT000347055.1","PRJDB7087"
"47997","PDG000000004.1046","PDT000347056.1","PRJDB7087"
"47998","PDG000000004.1046","PDT000347057.1","PRJDB7087"
"47999","PDG000000004.1046","PDT000347058.1","PRJDB7087"
"48000","PDG000000004.1046","PDT000347059.1","PRJDB7087"
"48001","PDG000000004.1046","PDT000347060.1","PRJDB7087"
"48002","PDG000000004.1046","PDT000347061.1","PRJDB7087"
"48003","PDG000000004.1046","PDT000347062.1","PRJDB7087"
"48004","PDG000000004.1046","PDT000347063.1","PRJDB7087"
"48005","PDG000000004.1046","PDT000347064.1","PRJDB7087"
"48006","PDG000000004.1046","PDT000347065.1","PRJDB7087"
"48007","PDG000000004.1046","PDT000347066.1","PRJDB7087"
"48008","PDG000000004.1046","PDT000347067.1","PRJDB7087"
"48009","PDG000000004.1046","PDT000347068.1","PRJDB7087"
"48010","PDG000000004.1046","PDT000347069.1","PRJDB7087"
"48011","PDG000000004.1046","PDT000347070.1","PRJDB7087"
"48012","PDG000000004.1046","PDT000347071.1","PRJDB7087"
"48013","PDG000000004.1046","PDT000347072.1","PRJDB7087"
"48014","PDG000000004.1046","PDT000347073.1","PRJDB7087"
"48015","PDG000000004.1046","PDT000347074.1","PRJDB7087"
"48016","PDG000000004.1046","PDT000347075.1","PRJDB7087"
"48017","PDG000000004.1046","PDT000347076.1","PRJDB7087"
"48018","PDG000000004.1046","PDT000347077.1","PRJDB6498"
"48019","PDG000000004.1046","PDT000347078.1","PRJDB6498"
"48020","PDG000000004.1046","PDT000347079.1","PRJDB6498"
"48021","PDG000000004.1046","PDT000347080.1","PRJDB6498"
"48022","PDG000000004.1046","PDT000347081.1","PRJDB6498"
"48023","PDG000000004.1046","PDT000347082.1","PRJDB6498"
"48024","PDG000000004.1046","PDT000347083.1","PRJDB6498"
"48025","PDG000000004.1046","PDT000347084.1","PRJDB6498"
"48026","PDG000000004.1046","PDT000347085.1","PRJDB6498"
"48027","PDG000000004.1046","PDT000347086.1","PRJDB6498"
"48028","PDG000000004.1046","PDT000347087.1","PRJDB6498"
"48029","PDG000000004.1046","PDT000347088.1","PRJDB6498"
"48030","PDG000000004.1046","PDT000347089.1","PRJDB6498"
"48031","PDG000000004.1046","PDT000347090.1","PRJNA218110"
"48032","PDG000000004.1046","PDT000347091.1","PRJNA218110"
"48033","PDG000000004.1046","PDT000343776.1","PRJNA292667"
"48034","PDG000000004.1046","PDT000343778.1","PRJNA292667"
"48035","PDG000000004.1046","PDT000343779.1","PRJNA292667"
"48036","PDG000000004.1046","PDT000343780.1","PRJNA292667"
"48037","PDG000000004.1046","PDT000343793.1","PRJNA292667"
"48038","PDG000000004.1046","PDT000343794.1","PRJNA292667"
"48039","PDG000000004.1046","PDT000343792.1","PRJNA292667"
